Model,MSO2024
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,4,
Sample Interval,0.00768049,
Filter Frequency,2e+08,
Record Length,3824,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH1,CH1 Peak Detect
-1.5184e+01,-0.00599999,-0.014
-1.5177e+01,-0.00199999,0.00600001
-1.5169e+01,-0.00599999,-0.014
-1.5161e+01,-0.00599999,0.00200001
-1.5154e+01,-0.00599999,-0.014
-1.5146e+01,-0.00599999,0.00200001
-1.5138e+01,-0.00599999,-0.014
-1.5131e+01,-0.00599999,0.00200001
-1.5123e+01,-0.00199999,-0.014
-1.5115e+01,-0.00599999,0.00200001
-1.5108e+01,-0.00599999,-0.014
-1.5100e+01,-0.00599999,0.00200001
-1.5092e+01,-0.00599999,-0.014
-1.5084e+01,-0.00599999,0.00200001
-1.5077e+01,-0.00199999,-0.014
-1.5069e+01,-0.00599999,0.00200001
-1.5061e+01,-0.00599999,-0.014
-1.5054e+01,-0.00599999,0.00600001
-1.5046e+01,-0.00199999,-0.014
-1.5038e+01,-0.00599999,0.00200001
-1.5031e+01,-0.00599999,-0.014
-1.5023e+01,-0.00599999,0.00200001
-1.5015e+01,-0.00599999,-0.014
-1.5008e+01,-0.00599999,0.00200001
-1.5000e+01,-0.00599999,-0.014
-1.4992e+01,-0.00599999,0.00200001
-1.4985e+01,-0.00599999,-0.014
-1.4977e+01,-0.00599999,0.00200001
-1.4969e+01,-0.00599999,-0.014
-1.4962e+01,-0.00599999,0.00200001
-1.4954e+01,-0.00599999,-0.014
-1.4946e+01,-0.00599999,0.00200001
-1.4939e+01,-0.00599999,-0.014
-1.4931e+01,-0.00599999,0.00200001
-1.4923e+01,-0.00599999,-0.014
-1.4916e+01,-0.00599999,0.00200001
-1.4908e+01,-0.00599999,-0.014
-1.4900e+01,-0.00199999,0.00200001
-1.4892e+01,-0.00599999,-0.014
-1.4885e+01,-0.00599999,0.00200001
-1.4877e+01,-0.00599999,-0.014
-1.4869e+01,-0.00599999,0.00200001
-1.4862e+01,-0.00599999,-0.014
-1.4854e+01,-0.00199999,0.00200001
-1.4846e+01,-0.00599999,-0.014
-1.4839e+01,-0.00599999,0.00200001
-1.4831e+01,-0.00599999,-0.014
-1.4823e+01,-0.00599999,0.00200001
-1.4816e+01,-0.00599999,-0.014
-1.4808e+01,-0.00599999,0.00200001
-1.4800e+01,-0.00199999,-0.014
-1.4793e+01,-0.00199999,0.00200001
-1.4785e+01,-0.00199999,-0.014
-1.4777e+01,-0.00199999,0.00200001
-1.4770e+01,-0.00599999,-0.014
-1.4762e+01,-0.00599999,0.00200001
-1.4754e+01,-0.00599999,-0.014
-1.4747e+01,-0.00599999,0.00600001
-1.4739e+01,-0.00599999,-0.014
-1.4731e+01,-0.00599999,0.00200001
-1.4724e+01,-0.00599999,-0.014
-1.4716e+01,-0.00599999,0.00200001
-1.4708e+01,-0.00599999,-0.014
-1.4700e+01,-0.00599999,0.00200001
-1.4693e+01,-0.00599999,-0.014
-1.4685e+01,-0.00599999,0.00200001
-1.4677e+01,-0.00599999,-0.014
-1.4670e+01,-0.00599999,0.00200001
-1.4662e+01,-0.00599999,-0.014
-1.4654e+01,-0.00599999,0.00200001
-1.4647e+01,-0.00199999,-0.014
-1.4639e+01,-0.00599999,0.00200001
-1.4631e+01,-0.00599999,-0.014
-1.4624e+01,-0.00599999,0.00200001
-1.4616e+01,-0.00199999,-0.014
-1.4608e+01,-0.00599999,0.00200001
-1.4601e+01,-0.00599999,-0.014
-1.4593e+01,-0.00599999,0.00200001
-1.4585e+01,-0.00599999,-0.014
-1.4578e+01,-0.00599999,0.00200001
-1.4570e+01,-0.00599999,-0.014
-1.4562e+01,-0.00599999,0.00200001
-1.4555e+01,-0.00599999,-0.014
-1.4547e+01,-0.00599999,0.00200001
-1.4539e+01,-0.00599999,-0.014
-1.4531e+01,-0.00599999,0.00200001
-1.4524e+01,-0.00599999,-0.014
-1.4516e+01,-0.00599999,0.00600001
-1.4508e+01,-0.00599999,-0.014
-1.4501e+01,-0.00999999,0.00200001
-1.4493e+01,-0.00599999,-0.014
-1.4485e+01,-0.00599999,0.00200001
-1.4478e+01,-0.00599999,-0.014
-1.4470e+01,-0.00599999,0.00200001
-1.4462e+01,-0.00599999,-0.014
-1.4455e+01,-0.00599999,0.00200001
-1.4447e+01,-0.00599999,-0.018
-1.4439e+01,-0.00599999,0.00200001
-1.4432e+01,-0.00599999,-0.014
-1.4424e+01,-0.00599999,0.00200001
-1.4416e+01,-0.00599999,-0.014
-1.4409e+01,-0.00999999,0.00200001
-1.4401e+01,-0.00599999,-0.014
-1.4393e+01,-0.00599999,0.00200001
-1.4386e+01,-0.00599999,-0.014
-1.4378e+01,-0.00599999,0.00200001
-1.4370e+01,-0.00599999,-0.014
-1.4363e+01,-0.00599999,0.00200001
-1.4355e+01,-0.00599999,-0.014
-1.4347e+01,-0.00999999,0.00200001
-1.4339e+01,-0.00999999,-0.014
-1.4332e+01,-0.00599999,0.00200001
-1.4324e+01,-0.00599999,-0.014
-1.4316e+01,-0.00599999,0.00600001
-1.4309e+01,-0.00599999,-0.018
-1.4301e+01,-0.00999999,0.00200001
-1.4293e+01,-0.00999999,-0.014
-1.4286e+01,-0.00599999,0.00200001
-1.4278e+01,-0.00999999,-0.014
-1.4270e+01,-0.00599999,0.00200001
-1.4263e+01,-0.00599999,-0.014
-1.4255e+01,-0.00599999,-0.00199999
-1.4247e+01,-0.00599999,-0.014
-1.4240e+01,-0.00599999,0.00200001
-1.4232e+01,-0.00599999,-0.018
-1.4224e+01,-0.00599999,0.00200001
-1.4217e+01,-0.00599999,-0.014
-1.4209e+01,-0.00599999,0.00200001
-1.4201e+01,-0.00599999,-0.014
-1.4194e+01,-0.00999999,-0.00199999
-1.4186e+01,-0.00599999,-0.014
-1.4178e+01,-0.00999999,0.00200001
-1.4171e+01,-0.00599999,-0.014
-1.4163e+01,-0.00599999,0.00200001
-1.4155e+01,-0.00599999,-0.022
-1.4147e+01,-0.00599999,0.00200001
-1.4140e+01,-0.00999999,-0.018
-1.4132e+01,-0.00999999,-0.00199999
-1.4124e+01,-0.00999999,-0.014
-1.4117e+01,-0.00999999,-0.00199999
-1.4109e+01,-0.00599999,-0.014
-1.4101e+01,-0.00599999,-0.00199999
-1.4094e+01,-0.00999999,-0.018
-1.4086e+01,-0.00999999,-0.00199999
-1.4078e+01,-0.00599999,-0.018
-1.4071e+01,-0.00599999,-0.00199999
-1.4063e+01,-0.00999999,-0.018
-1.4055e+01,-0.00999999,-0.00199999
-1.4048e+01,-0.00999999,-0.018
-1.4040e+01,-0.00999999,-0.00199999
-1.4032e+01,-0.00599999,-0.018
-1.4025e+01,-0.00999999,-0.00199999
-1.4017e+01,-0.00999999,-0.018
-1.4009e+01,-0.00999999,-0.00199999
-1.4002e+01,-0.00599999,-0.018
-1.3994e+01,-0.00599999,-0.00199999
-1.3986e+01,-0.00999999,-0.018
-1.3978e+01,-0.00599999,-0.00199999
-1.3971e+01,-0.00999999,-0.018
-1.3963e+01,-0.00999999,-0.00199999
-1.3955e+01,-0.00999999,-0.018
-1.3948e+01,-0.00599999,-0.00199999
-1.3940e+01,-0.00999999,-0.018
-1.3932e+01,-0.00999999,-0.00199999
-1.3925e+01,-0.00599999,-0.018
-1.3917e+01,-0.00599999,-0.00199999
-1.3909e+01,-0.00999999,-0.018
-1.3902e+01,-0.00999999,-0.00199999
-1.3894e+01,-0.00999999,-0.018
-1.3886e+01,-0.00999999,0.00200001
-1.3879e+01,-0.00999999,-0.018
-1.3871e+01,-0.00999999,-0.00199999
-1.3863e+01,-0.00999999,-0.018
-1.3856e+01,-0.00999999,-0.00199999
-1.3848e+01,-0.00999999,-0.018
-1.3840e+01,-0.00999999,-0.00199999
-1.3833e+01,-0.00999999,-0.018
-1.3825e+01,-0.00999999,-0.00199999
-1.3817e+01,-0.00999999,-0.018
-1.3810e+01,-0.00999999,-0.00199999
-1.3802e+01,-0.00999999,-0.018
-1.3794e+01,-0.00999999,-0.00199999
-1.3786e+01,-0.00999999,-0.018
-1.3779e+01,-0.00999999,-0.00199999
-1.3771e+01,-0.00999999,-0.018
-1.3763e+01,-0.00999999,-0.00199999
-1.3756e+01,-0.00999999,-0.018
-1.3748e+01,-0.014,-0.00199999
-1.3740e+01,-0.00999999,-0.018
-1.3733e+01,-0.014,-0.00199999
-1.3725e+01,-0.00999999,-0.018
-1.3717e+01,-0.00999999,-0.00199999
-1.3710e+01,-0.00999999,-0.022
-1.3702e+01,-0.00999999,-0.00599999
-1.3694e+01,-0.00999999,-0.018
-1.3687e+01,-0.00999999,-0.00599999
-1.3679e+01,-0.014,-0.022
-1.3671e+01,-0.014,-0.00599999
-1.3664e+01,-0.00999999,-0.018
-1.3656e+01,-0.00999999,-0.00199999
-1.3648e+01,-0.00999999,-0.022
-1.3641e+01,-0.014,-0.00199999
-1.3633e+01,-0.00999999,-0.018
-1.3625e+01,-0.014,-0.00599999
-1.3618e+01,-0.014,-0.022
-1.3610e+01,-0.014,-0.00599999
-1.3602e+01,-0.014,-0.022
-1.3594e+01,-0.00999999,-0.00599999
-1.3587e+01,-0.014,-0.022
-1.3579e+01,-0.014,-0.00599999
-1.3571e+01,-0.014,-0.022
-1.3564e+01,-0.014,-0.00599999
-1.3556e+01,-0.014,-0.022
-1.3548e+01,-0.00999999,-0.00599999
-1.3541e+01,-0.014,-0.022
-1.3533e+01,-0.014,-0.00599999
-1.3525e+01,-0.014,-0.022
-1.3518e+01,-0.018,-0.00599999
-1.3510e+01,-0.014,-0.026
-1.3502e+01,-0.014,-0.00599999
-1.3495e+01,-0.014,-0.022
-1.3487e+01,-0.018,-0.00599999
-1.3479e+01,-0.014,-0.022
-1.3472e+01,-0.014,-0.00599999
-1.3464e+01,-0.014,-0.022
-1.3456e+01,-0.014,-0.00199999
-1.3449e+01,-0.014,-0.026
-1.3441e+01,-0.014,-0.00999999
-1.3433e+01,-0.014,-0.026
-1.3425e+01,-0.014,-0.00999999
-1.3418e+01,-0.014,-0.022
-1.3410e+01,-0.014,-0.00999999
-1.3402e+01,-0.014,-0.026
-1.3395e+01,-0.014,-0.00999999
-1.3387e+01,-0.018,-0.026
-1.3379e+01,-0.018,-0.00599999
-1.3372e+01,-0.018,-0.026
-1.3364e+01,-0.014,-0.00999999
-1.3356e+01,-0.018,-0.026
-1.3349e+01,-0.014,-0.00999999
-1.3341e+01,-0.018,-0.026
-1.3333e+01,-0.018,-0.00999999
-1.3326e+01,-0.018,-0.03
-1.3318e+01,-0.018,-0.00999999
-1.3310e+01,-0.018,-0.026
-1.3303e+01,-0.018,-0.00999999
-1.3295e+01,-0.014,-0.026
-1.3287e+01,-0.022,-0.00999999
-1.3280e+01,-0.018,-0.026
-1.3272e+01,-0.018,-0.00999999
-1.3264e+01,-0.018,-0.026
-1.3257e+01,-0.022,-0.014
-1.3249e+01,-0.018,-0.026
-1.3241e+01,-0.022,-0.00999999
-1.3233e+01,-0.018,-0.03
-1.3226e+01,-0.018,-0.014
-1.3218e+01,-0.018,-0.03
-1.3210e+01,-0.022,-0.00999999
-1.3203e+01,-0.022,-0.03
-1.3195e+01,-0.022,-0.014
-1.3187e+01,-0.022,-0.03
-1.3180e+01,-0.018,-0.014
-1.3172e+01,-0.022,-0.03
-1.3164e+01,-0.022,-0.014
-1.3157e+01,-0.022,-0.03
-1.3149e+01,-0.022,-0.014
-1.3141e+01,-0.022,-0.03
-1.3134e+01,-0.022,-0.014
-1.3126e+01,-0.022,-0.03
-1.3118e+01,-0.022,-0.014
-1.3111e+01,-0.026,-0.03
-1.3103e+01,-0.026,-0.014
-1.3095e+01,-0.022,-0.03
-1.3088e+01,-0.026,-0.018
-1.3080e+01,-0.026,-0.03
-1.3072e+01,-0.026,-0.018
-1.3065e+01,-0.026,-0.034
-1.3057e+01,-0.026,-0.018
-1.3049e+01,-0.022,-0.034
-1.3041e+01,-0.026,-0.018
-1.3034e+01,-0.026,-0.034
-1.3026e+01,-0.026,-0.018
-1.3018e+01,-0.026,-0.034
-1.3011e+01,-0.026,-0.018
-1.3003e+01,-0.026,-0.034
-1.2995e+01,-0.03,-0.018
-1.2988e+01,-0.026,-0.034
-1.2980e+01,-0.026,-0.022
-1.2972e+01,-0.026,-0.034
-1.2965e+01,-0.03,-0.022
-1.2957e+01,-0.026,-0.038
-1.2949e+01,-0.03,-0.022
-1.2942e+01,-0.026,-0.038
-1.2934e+01,-0.03,-0.022
-1.2926e+01,-0.03,-0.038
-1.2919e+01,-0.03,-0.022
-1.2911e+01,-0.03,-0.038
-1.2903e+01,-0.03,-0.022
-1.2896e+01,-0.034,-0.038
-1.2888e+01,-0.034,-0.022
-1.2880e+01,-0.03,-0.042
-1.2873e+01,-0.034,-0.026
-1.2865e+01,-0.034,-0.038
-1.2857e+01,-0.034,-0.026
-1.2849e+01,-0.034,-0.042
-1.2842e+01,-0.034,-0.022
-1.2834e+01,-0.034,-0.046
-1.2826e+01,-0.034,-0.026
-1.2819e+01,-0.034,-0.042
-1.2811e+01,-0.034,-0.026
-1.2803e+01,-0.034,-0.042
-1.2796e+01,-0.034,-0.03
-1.2788e+01,-0.038,-0.042
-1.2780e+01,-0.038,-0.03
-1.2773e+01,-0.038,-0.046
-1.2765e+01,-0.038,-0.03
-1.2757e+01,-0.038,-0.046
-1.2750e+01,-0.038,-0.03
-1.2742e+01,-0.038,-0.046
-1.2734e+01,-0.038,-0.03
-1.2727e+01,-0.038,-0.046
-1.2719e+01,-0.038,-0.03
-1.2711e+01,-0.038,-0.046
-1.2704e+01,-0.042,-0.034
-1.2696e+01,-0.038,-0.05
-1.2688e+01,-0.042,-0.034
-1.2680e+01,-0.042,-0.05
-1.2673e+01,-0.042,-0.034
-1.2665e+01,-0.042,-0.05
-1.2657e+01,-0.042,-0.034
-1.2650e+01,-0.042,-0.05
-1.2642e+01,-0.042,-0.038
-1.2634e+01,-0.042,-0.054
-1.2627e+01,-0.042,-0.038
-1.2619e+01,-0.046,-0.054
-1.2611e+01,-0.042,-0.038
-1.2604e+01,-0.046,-0.054
-1.2596e+01,-0.046,-0.038
-1.2588e+01,-0.046,-0.054
-1.2581e+01,-0.046,-0.038
-1.2573e+01,-0.05,-0.054
-1.2565e+01,-0.046,-0.042
-1.2558e+01,-0.046,-0.058
-1.2550e+01,-0.046,-0.042
-1.2542e+01,-0.05,-0.058
-1.2535e+01,-0.05,-0.042
-1.2527e+01,-0.05,-0.058
-1.2519e+01,-0.05,-0.042
-1.2512e+01,-0.05,-0.058
-1.2504e+01,-0.05,-0.046
-1.2496e+01,-0.05,-0.062
-1.2488e+01,-0.05,-0.042
-1.2481e+01,-0.054,-0.062
-1.2473e+01,-0.054,-0.046
-1.2465e+01,-0.054,-0.062
-1.2458e+01,-0.054,-0.046
-1.2450e+01,-0.054,-0.062
-1.2442e+01,-0.054,-0.05
-1.2435e+01,-0.054,-0.066
-1.2427e+01,-0.054,-0.05
-1.2419e+01,-0.054,-0.066
-1.2412e+01,-0.058,-0.05
-1.2404e+01,-0.054,-0.066
-1.2396e+01,-0.058,-0.05
-1.2389e+01,-0.058,-0.07
-1.2381e+01,-0.062,-0.054
-1.2373e+01,-0.062,-0.07
-1.2366e+01,-0.062,-0.054
-1.2358e+01,-0.062,-0.07
-1.2350e+01,-0.062,-0.054
-1.2343e+01,-0.062,-0.074
-1.2335e+01,-0.062,-0.058
-1.2327e+01,-0.062,-0.074
-1.2320e+01,-0.062,-0.058
-1.2312e+01,-0.062,-0.074
-1.2304e+01,-0.066,-0.058
-1.2296e+01,-0.066,-0.078
-1.2289e+01,-0.066,-0.058
-1.2281e+01,-0.066,-0.078
-1.2273e+01,-0.07,-0.062
-1.2266e+01,-0.07,-0.078
-1.2258e+01,-0.07,-0.062
-1.2250e+01,-0.074,-0.078
-1.2243e+01,-0.07,-0.062
-1.2235e+01,-0.07,-0.082
-1.2227e+01,-0.07,-0.062
-1.2220e+01,-0.074,-0.082
-1.2212e+01,-0.07,-0.066
-1.2204e+01,-0.078,-0.082
-1.2197e+01,-0.074,-0.066
-1.2189e+01,-0.074,-0.082
-1.2181e+01,-0.074,-0.066
-1.2174e+01,-0.078,-0.086
-1.2166e+01,-0.074,-0.07
-1.2158e+01,-0.078,-0.086
-1.2151e+01,-0.078,-0.07
-1.2143e+01,-0.078,-0.09
-1.2135e+01,-0.078,-0.07
-1.2127e+01,-0.078,-0.09
-1.2120e+01,-0.078,-0.074
-1.2112e+01,-0.082,-0.09
-1.2104e+01,-0.082,-0.074
-1.2097e+01,-0.078,-0.09
-1.2089e+01,-0.086,-0.074
-1.2081e+01,-0.086,-0.098
-1.2074e+01,-0.086,-0.078
-1.2066e+01,-0.086,-0.094
-1.2058e+01,-0.086,-0.078
-1.2051e+01,-0.086,-0.098
-1.2043e+01,-0.086,-0.082
-1.2035e+01,-0.086,-0.098
-1.2028e+01,-0.09,-0.082
-1.2020e+01,-0.09,-0.098
-1.2012e+01,-0.09,-0.082
-1.2005e+01,-0.094,-0.102
-1.1997e+01,-0.094,-0.086
-1.1989e+01,-0.094,-0.102
-1.1982e+01,-0.098,-0.086
-1.1974e+01,-0.094,-0.106
-1.1966e+01,-0.098,-0.09
-1.1959e+01,-0.098,-0.11
-1.1951e+01,-0.094,-0.09
-1.1943e+01,-0.098,-0.11
-1.1935e+01,-0.098,-0.094
-1.1928e+01,-0.098,-0.11
-1.1920e+01,-0.106,-0.094
-1.1912e+01,-0.102,-0.114
-1.1905e+01,-0.106,-0.098
-1.1897e+01,-0.11,-0.118
-1.1889e+01,-0.11,-0.102
-1.1882e+01,-0.11,-0.118
-1.1874e+01,-0.11,-0.102
-1.1866e+01,-0.106,-0.118
-1.1859e+01,-0.11,-0.106
-1.1851e+01,-0.11,-0.122
-1.1843e+01,-0.11,-0.106
-1.1836e+01,-0.114,-0.122
-1.1828e+01,-0.114,-0.106
-1.1820e+01,-0.118,-0.126
-1.1813e+01,-0.118,-0.11
-1.1805e+01,-0.126,-0.13
-1.1797e+01,-0.122,-0.11
-1.1790e+01,-0.122,-0.13
-1.1782e+01,-0.122,-0.114
-1.1774e+01,-0.122,-0.134
-1.1767e+01,-0.126,-0.118
-1.1759e+01,-0.126,-0.138
-1.1751e+01,-0.13,-0.118
-1.1743e+01,-0.126,-0.138
-1.1736e+01,-0.13,-0.122
-1.1728e+01,-0.13,-0.142
-1.1720e+01,-0.134,-0.126
-1.1713e+01,-0.134,-0.146
-1.1705e+01,-0.138,-0.126
-1.1697e+01,-0.134,-0.146
-1.1690e+01,-0.138,-0.13
-1.1682e+01,-0.142,-0.15
-1.1674e+01,-0.142,-0.134
-1.1667e+01,-0.142,-0.15
-1.1659e+01,-0.142,-0.138
-1.1651e+01,-0.146,-0.154
-1.1644e+01,-0.142,-0.138
-1.1636e+01,-0.146,-0.158
-1.1628e+01,-0.146,-0.142
-1.1621e+01,-0.154,-0.162
-1.1613e+01,-0.154,-0.146
-1.1605e+01,-0.158,-0.166
-1.1598e+01,-0.154,-0.146
-1.1590e+01,-0.162,-0.17
-1.1582e+01,-0.162,-0.15
-1.1575e+01,-0.162,-0.174
-1.1567e+01,-0.162,-0.154
-1.1559e+01,-0.162,-0.178
-1.1551e+01,-0.166,-0.158
-1.1544e+01,-0.166,-0.178
-1.1536e+01,-0.17,-0.162
-1.1528e+01,-0.166,-0.182
-1.1521e+01,-0.174,-0.166
-1.1513e+01,-0.174,-0.186
-1.1505e+01,-0.182,-0.17
-1.1498e+01,-0.178,-0.19
-1.1490e+01,-0.182,-0.174
-1.1482e+01,-0.182,-0.19
-1.1475e+01,-0.186,-0.178
-1.1467e+01,-0.19,-0.198
-1.1459e+01,-0.186,-0.178
-1.1452e+01,-0.19,-0.202
-1.1444e+01,-0.186,-0.182
-1.1436e+01,-0.194,-0.206
-1.1429e+01,-0.19,-0.182
-1.1421e+01,-0.198,-0.206
-1.1413e+01,-0.198,-0.186
-1.1406e+01,-0.202,-0.21
-1.1398e+01,-0.202,-0.19
-1.1390e+01,-0.206,-0.214
-1.1382e+01,-0.206,-0.194
-1.1375e+01,-0.206,-0.218
-1.1367e+01,-0.206,-0.198
-1.1359e+01,-0.206,-0.222
-1.1352e+01,-0.21,-0.202
-1.1344e+01,-0.21,-0.226
-1.1336e+01,-0.214,-0.206
-1.1329e+01,-0.214,-0.23
-1.1321e+01,-0.222,-0.21
-1.1313e+01,-0.226,-0.234
-1.1306e+01,-0.23,-0.218
-1.1298e+01,-0.23,-0.238
-1.1290e+01,-0.23,-0.218
-1.1283e+01,-0.23,-0.238
-1.1275e+01,-0.23,-0.222
-1.1267e+01,-0.23,-0.246
-1.1260e+01,-0.234,-0.226
-1.1252e+01,-0.234,-0.25
-1.1244e+01,-0.234,-0.23
-1.1237e+01,-0.242,-0.25
-1.1229e+01,-0.238,-0.234
-1.1221e+01,-0.246,-0.258
-1.1214e+01,-0.246,-0.238
-1.1206e+01,-0.254,-0.262
-1.1198e+01,-0.25,-0.242
-1.1190e+01,-0.258,-0.266
-1.1183e+01,-0.258,-0.246
-1.1175e+01,-0.258,-0.274
-1.1167e+01,-0.258,-0.25
-1.1160e+01,-0.258,-0.274
-1.1152e+01,-0.258,-0.254
-1.1144e+01,-0.258,-0.278
-1.1137e+01,-0.266,-0.258
-1.1129e+01,-0.266,-0.286
-1.1121e+01,-0.278,-0.262
-1.1114e+01,-0.274,-0.286
-1.1106e+01,-0.282,-0.266
-1.1098e+01,-0.278,-0.29
-1.1091e+01,-0.282,-0.27
-1.1083e+01,-0.282,-0.294
-1.1075e+01,-0.286,-0.274
-1.1068e+01,-0.282,-0.298
-1.1060e+01,-0.286,-0.278
-1.1052e+01,-0.286,-0.302
-1.1045e+01,-0.286,-0.278
-1.1037e+01,-0.294,-0.306
-1.1029e+01,-0.294,-0.282
-1.1022e+01,-0.302,-0.31
-1.1014e+01,-0.298,-0.286
-1.1006e+01,-0.31,-0.314
-1.0998e+01,-0.31,-0.294
-1.0991e+01,-0.31,-0.318
-1.0983e+01,-0.31,-0.298
-1.0975e+01,-0.31,-0.326
-1.0968e+01,-0.314,-0.302
-1.0960e+01,-0.314,-0.33
-1.0952e+01,-0.314,-0.306
-1.0945e+01,-0.314,-0.334
-1.0937e+01,-0.322,-0.31
-1.0929e+01,-0.322,-0.338
-1.0922e+01,-0.33,-0.314
-1.0914e+01,-0.33,-0.342
-1.0906e+01,-0.334,-0.322
-1.0899e+01,-0.334,-0.342
-1.0891e+01,-0.338,-0.326
-1.0883e+01,-0.338,-0.346
-1.0876e+01,-0.338,-0.33
-1.0868e+01,-0.342,-0.354
-1.0860e+01,-0.338,-0.33
-1.0853e+01,-0.342,-0.358
-1.0845e+01,-0.342,-0.334
-1.0837e+01,-0.35,-0.366
-1.0829e+01,-0.346,-0.338
-1.0822e+01,-0.358,-0.366
-1.0814e+01,-0.358,-0.342
-1.0806e+01,-0.366,-0.37
-1.0799e+01,-0.358,-0.346
-1.0791e+01,-0.362,-0.374
-1.0783e+01,-0.362,-0.35
-1.0776e+01,-0.366,-0.378
-1.0768e+01,-0.366,-0.354
-1.0760e+01,-0.358,-0.386
-1.0753e+01,-0.366,-0.358
-1.0745e+01,-0.366,-0.386
-1.0737e+01,-0.374,-0.362
-1.0730e+01,-0.374,-0.39
-1.0722e+01,-0.382,-0.366
-1.0714e+01,-0.382,-0.394
-1.0707e+01,-0.386,-0.37
-1.0699e+01,-0.386,-0.394
-1.0691e+01,-0.386,-0.374
-1.0684e+01,-0.386,-0.398
-1.0676e+01,-0.386,-0.378
-1.0668e+01,-0.39,-0.402
-1.0661e+01,-0.382,-0.378
-1.0653e+01,-0.386,-0.406
-1.0645e+01,-0.386,-0.382
-1.0637e+01,-0.398,-0.41
-1.0630e+01,-0.394,-0.386
-1.0622e+01,-0.406,-0.414
-1.0614e+01,-0.406,-0.386
-1.0607e+01,-0.41,-0.414
-1.0599e+01,-0.406,-0.39
-1.0591e+01,-0.406,-0.422
-1.0584e+01,-0.41,-0.394
-1.0576e+01,-0.406,-0.422
-1.0568e+01,-0.406,-0.398
-1.0561e+01,-0.406,-0.426
-1.0553e+01,-0.41,-0.398
-1.0545e+01,-0.406,-0.43
-1.0538e+01,-0.418,-0.402
-1.0530e+01,-0.414,-0.434
-1.0522e+01,-0.426,-0.406
-1.0515e+01,-0.422,-0.434
-1.0507e+01,-0.43,-0.41
-1.0499e+01,-0.426,-0.434
-1.0492e+01,-0.426,-0.41
-1.0484e+01,-0.422,-0.438
-1.0476e+01,-0.422,-0.414
-1.0469e+01,-0.422,-0.442
-1.0461e+01,-0.418,-0.414
-1.0453e+01,-0.426,-0.442
-1.0445e+01,-0.422,-0.414
-1.0438e+01,-0.434,-0.446
-1.0430e+01,-0.43,-0.418
-1.0422e+01,-0.438,-0.446
-1.0415e+01,-0.434,-0.418
-1.0407e+01,-0.438,-0.45
-1.0399e+01,-0.434,-0.418
-1.0392e+01,-0.438,-0.45
-1.0384e+01,-0.434,-0.422
-1.0376e+01,-0.434,-0.45
-1.0369e+01,-0.434,-0.422
-1.0361e+01,-0.426,-0.454
-1.0353e+01,-0.434,-0.426
-1.0346e+01,-0.43,-0.454
-1.0338e+01,-0.442,-0.426
-1.0330e+01,-0.442,-0.454
-1.0323e+01,-0.45,-0.426
-1.0315e+01,-0.446,-0.454
-1.0307e+01,-0.446,-0.426
-1.0300e+01,-0.446,-0.458
-1.0292e+01,-0.442,-0.43
-1.0284e+01,-0.442,-0.458
-1.0276e+01,-0.438,-0.43
-1.0269e+01,-0.438,-0.458
-1.0261e+01,-0.434,-0.43
-1.0253e+01,-0.442,-0.458
-1.0246e+01,-0.434,-0.43
-1.0238e+01,-0.446,-0.458
-1.0230e+01,-0.442,-0.426
-1.0223e+01,-0.45,-0.458
-1.0215e+01,-0.446,-0.43
-1.0207e+01,-0.45,-0.458
-1.0200e+01,-0.442,-0.43
-1.0192e+01,-0.446,-0.458
-1.0184e+01,-0.442,-0.426
-1.0177e+01,-0.438,-0.458
-1.0169e+01,-0.438,-0.426
-1.0161e+01,-0.434,-0.458
-1.0154e+01,-0.438,-0.426
-1.0146e+01,-0.434,-0.458
-1.0138e+01,-0.446,-0.426
-1.0131e+01,-0.442,-0.454
-1.0123e+01,-0.45,-0.426
-1.0115e+01,-0.446,-0.454
-1.0108e+01,-0.45,-0.426
-1.0100e+01,-0.442,-0.454
-1.0092e+01,-0.438,-0.422
-1.0084e+01,-0.434,-0.454
-1.0077e+01,-0.43,-0.422
-1.0069e+01,-0.434,-0.45
-1.0061e+01,-0.43,-0.422
-1.0054e+01,-0.434,-0.45
-1.0046e+01,-0.426,-0.418
-1.0038e+01,-0.438,-0.446
-1.0031e+01,-0.43,-0.418
-1.0023e+01,-0.442,-0.446
-1.0015e+01,-0.43,-0.414
-1.0008e+01,-0.434,-0.442
-1.0000e+01,-0.43,-0.414
-9.9923e+00,-0.426,-0.442
-9.9846e+00,-0.426,-0.41
-9.9770e+00,-0.422,-0.438
-9.9693e+00,-0.418,-0.41
-9.9616e+00,-0.414,-0.434
-9.9539e+00,-0.418,-0.406
-9.9462e+00,-0.414,-0.43
-9.9386e+00,-0.422,-0.402
-9.9309e+00,-0.418,-0.43
-9.9232e+00,-0.426,-0.398
-9.9155e+00,-0.418,-0.43
-9.9078e+00,-0.418,-0.398
-9.9002e+00,-0.414,-0.426
-9.8925e+00,-0.41,-0.394
-9.8848e+00,-0.406,-0.422
-9.8771e+00,-0.402,-0.39
-9.8694e+00,-0.402,-0.418
-9.8618e+00,-0.398,-0.39
-9.8541e+00,-0.402,-0.414
-9.8464e+00,-0.398,-0.386
